corrosive corruption,A16TP8YGKE1FJ5,baseline,81
corrosive corruption,A16TP8YGKE1FJ5,baseline,98
corrosive corruption,A16TP8YGKE1FJ5,metaphor,94
corrosive corruption,A16TP8YGKE1FJ5,metaphor,99
deep-rooted tradition,A16TP8YGKE1FJ5,baseline,100
deep-rooted tradition,A16TP8YGKE1FJ5,baseline,64
deep-rooted tradition,A16TP8YGKE1FJ5,metaphor,98
deep-rooted tradition,A16TP8YGKE1FJ5,metaphor,98
blue obscurity,A16TP8YGKE1FJ5,baseline,54
blue obscurity,A16TP8YGKE1FJ5,baseline,31
blue obscurity,A16TP8YGKE1FJ5,metaphor,83
blue obscurity,A16TP8YGKE1FJ5,metaphor,92
bloated spending,A16TP8YGKE1FJ5,baseline,31
bloated spending,A16TP8YGKE1FJ5,baseline,30
bloated spending,A16TP8YGKE1FJ5,metaphor,99
bloated spending,A16TP8YGKE1FJ5,metaphor,99
dim reminder,A16TP8YGKE1FJ5,baseline,57
dim reminder,A16TP8YGKE1FJ5,baseline,15
dim reminder,A16TP8YGKE1FJ5,metaphor,95
dim reminder,A16TP8YGKE1FJ5,metaphor,92
colorful personality,A16TP8YGKE1FJ5,baseline,99
colorful personality,A16TP8YGKE1FJ5,baseline,72
colorful personality,A16TP8YGKE1FJ5,metaphor,97
colorful personality,A16TP8YGKE1FJ5,metaphor,14
colorful remark,A16TP8YGKE1FJ5,baseline,36
colorful remark,A16TP8YGKE1FJ5,baseline,97
colorful remark,A16TP8YGKE1FJ5,metaphor,93
colorful remark,A16TP8YGKE1FJ5,metaphor,7
economic rise,A16TP8YGKE1FJ5,baseline,26
economic rise,A16TP8YGKE1FJ5,baseline,35
economic rise,A16TP8YGKE1FJ5,metaphor,95
economic rise,A16TP8YGKE1FJ5,metaphor,59
civic fabric,A16TP8YGKE1FJ5,baseline,62
civic fabric,A16TP8YGKE1FJ5,baseline,54
civic fabric,A16TP8YGKE1FJ5,metaphor,96
civic fabric,A16TP8YGKE1FJ5,metaphor,70
dead money,A16TP8YGKE1FJ5,baseline,43
dead money,A16TP8YGKE1FJ5,baseline,45
dead money,A16TP8YGKE1FJ5,metaphor,41
dead money,A16TP8YGKE1FJ5,metaphor,100
economic slide,A16TP8YGKE1FJ5,baseline,5
economic slide,A16TP8YGKE1FJ5,baseline,10
economic slide,A16TP8YGKE1FJ5,metaphor,97
economic slide,A16TP8YGKE1FJ5,metaphor,91
deflated pride,A16TP8YGKE1FJ5,baseline,10
deflated pride,A16TP8YGKE1FJ5,baseline,93
deflated pride,A16TP8YGKE1FJ5,metaphor,3
deflated pride,A16TP8YGKE1FJ5,metaphor,6
colorful remark,A1F2GPJS6SWQ6M,baseline,59
colorful remark,A1F2GPJS6SWQ6M,baseline,16
colorful remark,A1F2GPJS6SWQ6M,metaphor,100
colorful remark,A1F2GPJS6SWQ6M,metaphor,23
cold justice,A1F2GPJS6SWQ6M,baseline,13
cold justice,A1F2GPJS6SWQ6M,baseline,60
cold justice,A1F2GPJS6SWQ6M,metaphor,39
cold justice,A1F2GPJS6SWQ6M,metaphor,12
deflated emotions,A1F2GPJS6SWQ6M,baseline,63
deflated emotions,A1F2GPJS6SWQ6M,baseline,61
deflated emotions,A1F2GPJS6SWQ6M,metaphor,19
deflated emotions,A1F2GPJS6SWQ6M,metaphor,14
corporate pie,A1F2GPJS6SWQ6M,baseline,58
corporate pie,A1F2GPJS6SWQ6M,baseline,66
corporate pie,A1F2GPJS6SWQ6M,metaphor,63
corporate pie,A1F2GPJS6SWQ6M,metaphor,41
dodgy bar,A1F2GPJS6SWQ6M,baseline,32
dodgy bar,A1F2GPJS6SWQ6M,baseline,28
dodgy bar,A1F2GPJS6SWQ6M,metaphor,77
dodgy bar,A1F2GPJS6SWQ6M,metaphor,74
deep solitude,A1F2GPJS6SWQ6M,baseline,37
deep solitude,A1F2GPJS6SWQ6M,baseline,62
deep solitude,A1F2GPJS6SWQ6M,metaphor,71
deep solitude,A1F2GPJS6SWQ6M,metaphor,60
cultural strength,A1F2GPJS6SWQ6M,baseline,60
cultural strength,A1F2GPJS6SWQ6M,baseline,58
cultural strength,A1F2GPJS6SWQ6M,metaphor,67
cultural strength,A1F2GPJS6SWQ6M,metaphor,37
backward area,A1F2GPJS6SWQ6M,baseline,62
backward area,A1F2GPJS6SWQ6M,baseline,58
backward area,A1F2GPJS6SWQ6M,metaphor,40
backward area,A1F2GPJS6SWQ6M,metaphor,36
dynamic company,A1F2GPJS6SWQ6M,baseline,38
dynamic company,A1F2GPJS6SWQ6M,baseline,55
dynamic company,A1F2GPJS6SWQ6M,metaphor,63
dynamic company,A1F2GPJS6SWQ6M,metaphor,60
democratic vitality,A1F2GPJS6SWQ6M,baseline,56
democratic vitality,A1F2GPJS6SWQ6M,baseline,39
democratic vitality,A1F2GPJS6SWQ6M,metaphor,68
democratic vitality,A1F2GPJS6SWQ6M,metaphor,62
economic battle,A1F2GPJS6SWQ6M,baseline,38
economic battle,A1F2GPJS6SWQ6M,baseline,59
economic battle,A1F2GPJS6SWQ6M,metaphor,65
economic battle,A1F2GPJS6SWQ6M,metaphor,31
ecological collapse,A1F2GPJS6SWQ6M,baseline,41
ecological collapse,A1F2GPJS6SWQ6M,baseline,36
ecological collapse,A1F2GPJS6SWQ6M,metaphor,63
ecological collapse,A1F2GPJS6SWQ6M,metaphor,60
economic muscle,A1JVWOBGNA6KJT,baseline,83
economic muscle,A1JVWOBGNA6KJT,baseline,80
economic muscle,A1JVWOBGNA6KJT,metaphor,100
economic muscle,A1JVWOBGNA6KJT,metaphor,59
dodgy bar,A1JVWOBGNA6KJT,baseline,0
dodgy bar,A1JVWOBGNA6KJT,baseline,0
dodgy bar,A1JVWOBGNA6KJT,metaphor,100
dodgy bar,A1JVWOBGNA6KJT,metaphor,0
chronic poverty,A1JVWOBGNA6KJT,baseline,100
chronic poverty,A1JVWOBGNA6KJT,baseline,0
chronic poverty,A1JVWOBGNA6KJT,metaphor,0
chronic poverty,A1JVWOBGNA6KJT,metaphor,100
desolate beauty,A1JVWOBGNA6KJT,baseline,0
desolate beauty,A1JVWOBGNA6KJT,baseline,0
desolate beauty,A1JVWOBGNA6KJT,metaphor,100
desolate beauty,A1JVWOBGNA6KJT,metaphor,0
clear-cut solution,A1JVWOBGNA6KJT,baseline,0
clear-cut solution,A1JVWOBGNA6KJT,baseline,0
clear-cut solution,A1JVWOBGNA6KJT,metaphor,100
clear-cut solution,A1JVWOBGNA6KJT,metaphor,100
corporate pie,A1JVWOBGNA6KJT,baseline,0
corporate pie,A1JVWOBGNA6KJT,baseline,100
corporate pie,A1JVWOBGNA6KJT,metaphor,100
corporate pie,A1JVWOBGNA6KJT,metaphor,0
clouded future,A1JVWOBGNA6KJT,baseline,100
clouded future,A1JVWOBGNA6KJT,baseline,100
clouded future,A1JVWOBGNA6KJT,metaphor,100
clouded future,A1JVWOBGNA6KJT,metaphor,100
deep poverty,A1JVWOBGNA6KJT,baseline,100
deep poverty,A1JVWOBGNA6KJT,baseline,0
deep poverty,A1JVWOBGNA6KJT,metaphor,0
deep poverty,A1JVWOBGNA6KJT,metaphor,0
clear responsibility,A1JVWOBGNA6KJT,baseline,0
clear responsibility,A1JVWOBGNA6KJT,baseline,0
clear responsibility,A1JVWOBGNA6KJT,metaphor,100
clear responsibility,A1JVWOBGNA6KJT,metaphor,100
acute poverty,A1JVWOBGNA6KJT,baseline,100
acute poverty,A1JVWOBGNA6KJT,baseline,0
acute poverty,A1JVWOBGNA6KJT,metaphor,100
acute poverty,A1JVWOBGNA6KJT,metaphor,100
deserted friendship,A1JVWOBGNA6KJT,baseline,0
deserted friendship,A1JVWOBGNA6KJT,baseline,0
deserted friendship,A1JVWOBGNA6KJT,metaphor,0
deserted friendship,A1JVWOBGNA6KJT,metaphor,0
blue feelings,A1JVWOBGNA6KJT,baseline,0
blue feelings,A1JVWOBGNA6KJT,baseline,100
blue feelings,A1JVWOBGNA6KJT,metaphor,0
blue feelings,A1JVWOBGNA6KJT,metaphor,0
economic mobility,A30UE6DWFNUCWX,baseline,99
economic mobility,A30UE6DWFNUCWX,baseline,89
economic mobility,A30UE6DWFNUCWX,metaphor,96
economic mobility,A30UE6DWFNUCWX,metaphor,7
blue obscurity,A30UE6DWFNUCWX,baseline,81
blue obscurity,A30UE6DWFNUCWX,baseline,6
blue obscurity,A30UE6DWFNUCWX,metaphor,90
blue obscurity,A30UE6DWFNUCWX,metaphor,14
deeper poverty,A30UE6DWFNUCWX,baseline,100
deeper poverty,A30UE6DWFNUCWX,baseline,100
deeper poverty,A30UE6DWFNUCWX,metaphor,0
deeper poverty,A30UE6DWFNUCWX,metaphor,0
durable middle-class,A30UE6DWFNUCWX,baseline,98
durable middle-class,A30UE6DWFNUCWX,baseline,0
durable middle-class,A30UE6DWFNUCWX,metaphor,20
durable middle-class,A30UE6DWFNUCWX,metaphor,98
deflated pride,A30UE6DWFNUCWX,baseline,85
deflated pride,A30UE6DWFNUCWX,baseline,86
deflated pride,A30UE6DWFNUCWX,metaphor,19
deflated pride,A30UE6DWFNUCWX,metaphor,17
crushing unemployment,A30UE6DWFNUCWX,baseline,11
crushing unemployment,A30UE6DWFNUCWX,baseline,86
crushing unemployment,A30UE6DWFNUCWX,metaphor,7
crushing unemployment,A30UE6DWFNUCWX,metaphor,100
colliding contradiction,A30UE6DWFNUCWX,baseline,26
colliding contradiction,A30UE6DWFNUCWX,baseline,79
colliding contradiction,A30UE6DWFNUCWX,metaphor,10
colliding contradiction,A30UE6DWFNUCWX,metaphor,74
backward area,A30UE6DWFNUCWX,baseline,11
backward area,A30UE6DWFNUCWX,baseline,26
backward area,A30UE6DWFNUCWX,metaphor,75
backward area,A30UE6DWFNUCWX,metaphor,68
deserted friendship,A30UE6DWFNUCWX,baseline,0
deserted friendship,A30UE6DWFNUCWX,baseline,0
deserted friendship,A30UE6DWFNUCWX,metaphor,35
deserted friendship,A30UE6DWFNUCWX,metaphor,77
dimmed prospect,A30UE6DWFNUCWX,baseline,6
dimmed prospect,A30UE6DWFNUCWX,baseline,30
dimmed prospect,A30UE6DWFNUCWX,metaphor,76
dimmed prospect,A30UE6DWFNUCWX,metaphor,82
crushing neglect,A30UE6DWFNUCWX,baseline,70
crushing neglect,A30UE6DWFNUCWX,baseline,20
crushing neglect,A30UE6DWFNUCWX,metaphor,19
crushing neglect,A30UE6DWFNUCWX,metaphor,68
crushing cycle,A30UE6DWFNUCWX,baseline,76
crushing cycle,A30UE6DWFNUCWX,baseline,10
crushing cycle,A30UE6DWFNUCWX,metaphor,90
crushing cycle,A30UE6DWFNUCWX,metaphor,80
blossoming industry,AEIIVFPRTDGMK,baseline,0
blossoming industry,AEIIVFPRTDGMK,baseline,0
blossoming industry,AEIIVFPRTDGMK,metaphor,100
blossoming industry,AEIIVFPRTDGMK,metaphor,100
ecological collapse,AEIIVFPRTDGMK,baseline,47
ecological collapse,AEIIVFPRTDGMK,baseline,13
ecological collapse,AEIIVFPRTDGMK,metaphor,75
ecological collapse,AEIIVFPRTDGMK,metaphor,79
debilitating poverty,AEIIVFPRTDGMK,baseline,67
debilitating poverty,AEIIVFPRTDGMK,baseline,8
