corrosive corruption,A16TP8YGKE1FJ5,baseline,81
corrosive corruption,A16TP8YGKE1FJ5,baseline,98
deep-rooted tradition,A16TP8YGKE1FJ5,baseline,100
deep-rooted tradition,A16TP8YGKE1FJ5,baseline,64
blue obscurity,A16TP8YGKE1FJ5,baseline,54
blue obscurity,A16TP8YGKE1FJ5,baseline,31
bloated spending,A16TP8YGKE1FJ5,baseline,31
bloated spending,A16TP8YGKE1FJ5,baseline,30
dim reminder,A16TP8YGKE1FJ5,baseline,57
dim reminder,A16TP8YGKE1FJ5,baseline,15
colorful personality,A16TP8YGKE1FJ5,baseline,99
colorful personality,A16TP8YGKE1FJ5,baseline,72
colorful remark,A16TP8YGKE1FJ5,baseline,36
colorful remark,A16TP8YGKE1FJ5,baseline,97
economic rise,A16TP8YGKE1FJ5,baseline,26
economic rise,A16TP8YGKE1FJ5,baseline,35
civic fabric,A16TP8YGKE1FJ5,baseline,62
civic fabric,A16TP8YGKE1FJ5,baseline,54
dead money,A16TP8YGKE1FJ5,baseline,43
dead money,A16TP8YGKE1FJ5,baseline,45
economic slide,A16TP8YGKE1FJ5,baseline,5
economic slide,A16TP8YGKE1FJ5,baseline,10
deflated pride,A16TP8YGKE1FJ5,baseline,10
deflated pride,A16TP8YGKE1FJ5,baseline,93
colorful remark,A1F2GPJS6SWQ6M,baseline,59
colorful remark,A1F2GPJS6SWQ6M,baseline,16
cold justice,A1F2GPJS6SWQ6M,baseline,13
cold justice,A1F2GPJS6SWQ6M,baseline,60
deflated emotions,A1F2GPJS6SWQ6M,baseline,63
deflated emotions,A1F2GPJS6SWQ6M,baseline,61
corporate pie,A1F2GPJS6SWQ6M,baseline,58
corporate pie,A1F2GPJS6SWQ6M,baseline,66
dodgy bar,A1F2GPJS6SWQ6M,baseline,32
dodgy bar,A1F2GPJS6SWQ6M,baseline,28
deep solitude,A1F2GPJS6SWQ6M,baseline,37
deep solitude,A1F2GPJS6SWQ6M,baseline,62
cultural strength,A1F2GPJS6SWQ6M,baseline,60
cultural strength,A1F2GPJS6SWQ6M,baseline,58
backward area,A1F2GPJS6SWQ6M,baseline,62
backward area,A1F2GPJS6SWQ6M,baseline,58
dynamic company,A1F2GPJS6SWQ6M,baseline,38
dynamic company,A1F2GPJS6SWQ6M,baseline,55
democratic vitality,A1F2GPJS6SWQ6M,baseline,56
democratic vitality,A1F2GPJS6SWQ6M,baseline,39
economic battle,A1F2GPJS6SWQ6M,baseline,38
economic battle,A1F2GPJS6SWQ6M,baseline,59
ecological collapse,A1F2GPJS6SWQ6M,baseline,41
ecological collapse,A1F2GPJS6SWQ6M,baseline,36
economic muscle,A1JVWOBGNA6KJT,baseline,83
economic muscle,A1JVWOBGNA6KJT,baseline,80
dodgy bar,A1JVWOBGNA6KJT,baseline,0
dodgy bar,A1JVWOBGNA6KJT,baseline,0
chronic poverty,A1JVWOBGNA6KJT,baseline,100
chronic poverty,A1JVWOBGNA6KJT,baseline,0
desolate beauty,A1JVWOBGNA6KJT,baseline,0
desolate beauty,A1JVWOBGNA6KJT,baseline,0
clear-cut solution,A1JVWOBGNA6KJT,baseline,0
clear-cut solution,A1JVWOBGNA6KJT,baseline,0
corporate pie,A1JVWOBGNA6KJT,baseline,0
corporate pie,A1JVWOBGNA6KJT,baseline,100
clouded future,A1JVWOBGNA6KJT,baseline,100
clouded future,A1JVWOBGNA6KJT,baseline,100
deep poverty,A1JVWOBGNA6KJT,baseline,100
deep poverty,A1JVWOBGNA6KJT,baseline,0
clear responsibility,A1JVWOBGNA6KJT,baseline,0
clear responsibility,A1JVWOBGNA6KJT,baseline,0
acute poverty,A1JVWOBGNA6KJT,baseline,100
acute poverty,A1JVWOBGNA6KJT,baseline,0
deserted friendship,A1JVWOBGNA6KJT,baseline,0
deserted friendship,A1JVWOBGNA6KJT,baseline,0
blue feelings,A1JVWOBGNA6KJT,baseline,0
blue feelings,A1JVWOBGNA6KJT,baseline,100
economic mobility,A30UE6DWFNUCWX,baseline,99
economic mobility,A30UE6DWFNUCWX,baseline,89
blue obscurity,A30UE6DWFNUCWX,baseline,81
blue obscurity,A30UE6DWFNUCWX,baseline,6
deeper poverty,A30UE6DWFNUCWX,baseline,100
deeper poverty,A30UE6DWFNUCWX,baseline,100
durable middle-class,A30UE6DWFNUCWX,baseline,98
durable middle-class,A30UE6DWFNUCWX,baseline,0
deflated pride,A30UE6DWFNUCWX,baseline,85
deflated pride,A30UE6DWFNUCWX,baseline,86
crushing unemployment,A30UE6DWFNUCWX,baseline,11
crushing unemployment,A30UE6DWFNUCWX,baseline,86
colliding contradiction,A30UE6DWFNUCWX,baseline,26
colliding contradiction,A30UE6DWFNUCWX,baseline,79
backward area,A30UE6DWFNUCWX,baseline,11
backward area,A30UE6DWFNUCWX,baseline,26
deserted friendship,A30UE6DWFNUCWX,baseline,0
deserted friendship,A30UE6DWFNUCWX,baseline,0
dimmed prospect,A30UE6DWFNUCWX,baseline,6
dimmed prospect,A30UE6DWFNUCWX,baseline,30
crushing neglect,A30UE6DWFNUCWX,baseline,70
crushing neglect,A30UE6DWFNUCWX,baseline,20
crushing cycle,A30UE6DWFNUCWX,baseline,76
crushing cycle,A30UE6DWFNUCWX,baseline,10
blossoming industry,AEIIVFPRTDGMK,baseline,0
blossoming industry,AEIIVFPRTDGMK,baseline,0
ecological collapse,AEIIVFPRTDGMK,baseline,47
ecological collapse,AEIIVFPRTDGMK,baseline,13
debilitating poverty,AEIIVFPRTDGMK,baseline,67
debilitating poverty,AEIIVFPRTDGMK,baseline,8
delicious agony,AEIIVFPRTDGMK,baseline,34
delicious agony,AEIIVFPRTDGMK,baseline,20
corrosive corruption,AEIIVFPRTDGMK,baseline,97
corrosive corruption,AEIIVFPRTDGMK,baseline,40
durable middle-class,AEIIVFPRTDGMK,baseline,43
durable middle-class,AEIIVFPRTDGMK,baseline,47
civic fabric,AEIIVFPRTDGMK,baseline,39
civic fabric,AEIIVFPRTDGMK,baseline,60
durable class,AEIIVFPRTDGMK,baseline,30
durable class,AEIIVFPRTDGMK,baseline,94
breakneck expansion,AEIIVFPRTDGMK,baseline,70
breakneck expansion,AEIIVFPRTDGMK,baseline,34
blazing desolation,AEIIVFPRTDGMK,baseline,36
blazing desolation,AEIIVFPRTDGMK,baseline,80
balanced growth,AEIIVFPRTDGMK,baseline,97
balanced growth,AEIIVFPRTDGMK,baseline,97
deep-rooted belief,AEIIVFPRTDGMK,baseline,41
deep-rooted belief,AEIIVFPRTDGMK,baseline,81
balanced growth,A1YSYI926BBOHW,baseline,0
balanced growth,A1YSYI926BBOHW,baseline,64
blazing desolation,A1YSYI926BBOHW,baseline,0
blazing desolation,A1YSYI926BBOHW,baseline,100
deeper poverty,A1YSYI926BBOHW,baseline,100
deeper poverty,A1YSYI926BBOHW,baseline,100
crushing misery,A1YSYI926BBOHW,baseline,0
crushing misery,A1YSYI926BBOHW,baseline,0
delicious agony,A1YSYI926BBOHW,baseline,75
delicious agony,A1YSYI926BBOHW,baseline,0
deep-rooted tradition,A1YSYI926BBOHW,baseline,0
deep-rooted tradition,A1YSYI926BBOHW,baseline,0
deep solitude,A1YSYI926BBOHW,baseline,0
deep solitude,A1YSYI926BBOHW,baseline,0
crisscrossed chaos,A1YSYI926BBOHW,baseline,0
crisscrossed chaos,A1YSYI926BBOHW,baseline,0
concentrated poverty,A1YSYI926BBOHW,baseline,0
concentrated poverty,A1YSYI926BBOHW,baseline,0
clouded future,A1YSYI926BBOHW,baseline,64
clouded future,A1YSYI926BBOHW,baseline,24
colliding contradiction,A1YSYI926BBOHW,baseline,3
colliding contradiction,A1YSYI926BBOHW,baseline,22
corporate pie,A1YSYI926BBOHW,baseline,91
corporate pie,A1YSYI926BBOHW,baseline,97
dark passion,A89R5XGMHOTJE,baseline,46
dark passion,A89R5XGMHOTJE,baseline,13
aggressive program,A89R5XGMHOTJE,baseline,61
aggressive program,A89R5XGMHOTJE,baseline,86
bottled passion,A89R5XGMHOTJE,baseline,9
bottled passion,A89R5XGMHOTJE,baseline,86
crushing difficulty,A89R5XGMHOTJE,baseline,34
crushing difficulty,A89R5XGMHOTJE,baseline,63
colorful personality,A89R5XGMHOTJE,baseline,87
colorful personality,A89R5XGMHOTJE,baseline,64
crushing neglect,A89R5XGMHOTJE,baseline,62
crushing neglect,A89R5XGMHOTJE,baseline,32
civic fabric,A89R5XGMHOTJE,baseline,36
civic fabric,A89R5XGMHOTJE,baseline,75
broken hope,A89R5XGMHOTJE,baseline,35
broken hope,A89R5XGMHOTJE,baseline,82
economic prescription,A89R5XGMHOTJE,baseline,83
economic prescription,A89R5XGMHOTJE,baseline,61
durable class,A89R5XGMHOTJE,baseline,86
durable class,A89R5XGMHOTJE,baseline,59
ballooning expenditure,A89R5XGMHOTJE,baseline,74
ballooning expenditure,A89R5XGMHOTJE,baseline,23
economic pie,A89R5XGMHOTJE,baseline,39
economic pie,A89R5XGMHOTJE,baseline,66
deep poverty,A2DNLHS1RSTF5R,baseline,91
deep poverty,A2DNLHS1RSTF5R,baseline,0
dirty desires,A2DNLHS1RSTF5R,baseline,99
dirty desires,A2DNLHS1RSTF5R,baseline,0
deflated emotions,A2DNLHS1RSTF5R,baseline,100
deflated emotions,A2DNLHS1RSTF5R,baseline,0
cut-throat competition,A2DNLHS1RSTF5R,baseline,0
cut-throat competition,A2DNLHS1RSTF5R,baseline,100
deepening crisis,A2DNLHS1RSTF5R,baseline,0
deepening crisis,A2DNLHS1RSTF5R,baseline,100
durable class,A2DNLHS1RSTF5R,baseline,1
durable class,A2DNLHS1RSTF5R,baseline,100
broken melody,A2DNLHS1RSTF5R,baseline,26
broken melody,A2DNLHS1RSTF5R,baseline,2
dim reminder,A2DNLHS1RSTF5R,baseline,5
dim reminder,A2DNLHS1RSTF5R,baseline,98
criminal path,A2DNLHS1RSTF5R,baseline,86
criminal path,A2DNLHS1RSTF5R,baseline,96
debilitating poverty,A2DNLHS1RSTF5R,baseline,100
debilitating poverty,A2DNLHS1RSTF5R,baseline,100
clouded future,A2DNLHS1RSTF5R,baseline,100
clouded future,A2DNLHS1RSTF5R,baseline,0
dirty deeds,A2DNLHS1RSTF5R,baseline,100
dirty deeds,A2DNLHS1RSTF5R,baseline,100
dissolved time,A1P6OXEJ86HQRM,baseline,0
dissolved time,A1P6OXEJ86HQRM,baseline,0
balanced growth,A1P6OXEJ86HQRM,baseline,21
balanced growth,A1P6OXEJ86HQRM,baseline,76
deep analysis,A1P6OXEJ86HQRM,baseline,9
deep analysis,A1P6OXEJ86HQRM,baseline,100
crippling awkwardness,A1P6OXEJ86HQRM,baseline,69
crippling awkwardness,A1P6OXEJ86HQRM,baseline,4
blazing desolation,A1P6OXEJ86HQRM,baseline,0
blazing desolation,A1P6OXEJ86HQRM,baseline,45
economic slide,A1P6OXEJ86HQRM,baseline,10
economic slide,A1P6OXEJ86HQRM,baseline,0
economic mobility,A1P6OXEJ86HQRM,baseline,90
economic mobility,A1P6OXEJ86HQRM,baseline,66
corrosive corruption,A1P6OXEJ86HQRM,baseline,0
corrosive corruption,A1P6OXEJ86HQRM,baseline,39
dehumanizing poverty,A1P6OXEJ86HQRM,baseline,100
